	rab.all	rab.win.Dalhousie	rab.win.PaloAlto	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
ffda37dc745e334f1be44a61e00ac04f	-0.0291688847175289	-0.0621426080931702	0.0294261238735007	0.13277137789077	4.35847959281319	0.0269654434050515	0.487201735558786	0.504884859885513	0.686262658466194	0.49979954069359	0.677161238812809
def8d8fff1b3de787643061dbff6ca8a	-0.0876525365190446	-0.127595250567325	0.000229395571403224	0.21303133494777	4.36122134126081	0.0420728803152097	0.47699652813966	0.515045694758649	0.68678521595611	0.524162194915939	0.677710166169397
adc35010148a116fff795a5194163abd	0.222998914625467	-0.225939741671743	1.58061037414957	1.88599679830333	4.46225033032937	0.372362213725624	0.319739699562079	0.0401388307020943	0.108753488104761	0.0113463406099721	0.0402862837609367
22803afbf53c612009ce5122bc787fff	-0.0714947524447558	-0.167852729512629	0.196353667535047	0.473826939844278	4.30733768273198	0.0897427874137984	0.452256945200828	0.465151124163259	0.63537418032172	0.458471512081989	0.609436068652387
16f800fa50ef942ada6fa16a9785ebb8	0.051366422275664	0.138850746512542	-0.140504692686683	-0.274914273465179	4.34168963285706	-0.0513685222387304	0.466811280349324	0.467965378691297	0.65291680652731	0.469818188739549	0.636735261670496
879dcad189d9f9e32047ec9ceb603580	-0.120628455393931	-0.182224775209202	-0.00778134151217635	0.149003493522406	4.29858025171037	0.0290295835372639	0.485677083558364	0.475171330255035	0.666589683952927	0.471744533441819	0.644816227629145
0d9a402437b20b84a55f7b6f4baf8dcb	-0.0550868593947156	0.016453789322922	-0.231430188635774	-0.0910829279136092	4.28482503600675	-0.0195867275710401	0.489804772394249	0.490115851325587	0.657944173708002	0.494969505881714	0.660718296478226
2cc4c610e403910637d6857d868fbd42	0.132879400392102	-0.125729847600498	0.845101455355613	1.39696854088419	5.3177820801426	0.240826960261755	0.377170140940953	0.0783032926438542	0.17820343368062	0.124037545144377	0.229839894123644
704476b8728ea99f6dcf0a3c44aa5faa	-0.045286941343945	-0.152494885578111	0.238834068118152	0.421126391647967	4.38609553418233	0.0881274573069242	0.45616319513794	0.450461536162464	0.606091844844893	0.410974063361143	0.555867991211947
e29d690f5bbec5a9f1135bb8a5860103	-0.0802053016249511	-0.0537383589196505	-0.136816743988345	-0.0741402721396023	4.27715861257276	-0.0156623151257127	0.490238611866829	0.470541228769391	0.659436521613011	0.490844767019611	0.656439607843789
24cf7934813cd7ca6efa71234ff2d069	-0.010486541870292	-0.128535349898285	0.276413792182469	0.375480948033166	4.21731184399612	0.0786860794238337	0.453559028513168	0.45326531589735	0.619316334930257	0.432566797340411	0.597212224952048
736e6db9615e7b2e816644e6c5a71ab6	0.108493418274479	0.197772989036632	-0.0853384949103306	-0.294273800701398	4.29838982645053	-0.0616051221523653	0.469618056034269	0.471817872829102	0.649293471688507	0.465919317397596	0.626666579034329
7f64c9a82e73161387cf19cac6a87bff	-0.0913565406198229	-0.183196435399631	0.129432874569508	0.287805108826743	4.26237134937149	0.0578105636947166	0.464843750554637	0.477577639843497	0.65549175139413	0.467134729411817	0.629789595013312
8f480fe7173baa296d8031d2dcb56053	-0.0967620127726949	-0.113299369729117	-0.0686997977853672	0.0408598315631048	4.20968403372216	0.00781229753578922	0.496527777832289	0.481793319440596	0.653587155922815	0.467150469885147	0.624415342771542
f81d4e0eb42a729f43193a7c7e521cf3	-0.0612761058496947	-0.0398362477752539	-0.100059662872929	-0.0890733832425319	4.22521982047214	-0.0170070267518405	0.490238611866829	0.498903830053032	0.684464750928354	0.514222624144933	0.674299563943971
4e32475858f2eabc90acbaf6663bc629	-0.09159727801456	-0.160018229258757	0.0743515733299116	0.232736095104304	4.24727900393951	0.0490856971992033	0.474186551382098	0.468532992944098	0.642224234983577	0.476324736825256	0.638126539227335
d3374db60011d52ef56355f35a2e2b14	0.0425394848662215	-0.174141656539105	0.606948323121615	0.821905644262313	4.29615150236946	0.163363860122619	0.410156251457455	0.329990809315709	0.484437878101695	0.23454371707485	0.376773291563674
4a80099591895a1a5229c86651bfe57a	0.111859342245683	-0.164378393442838	0.816645807644592	1.09142224536692	4.40169913314903	0.214338039657103	0.391059029573204	0.251424125387718	0.39092717496894	0.180839389841798	0.29852701728532
ebbdcf5cd43240d38a55ae4debcaa11a	-0.0628716399035181	-0.13244457390335	0.102287988438938	0.246154780974847	4.39699373089009	0.0495783263101294	0.472885032964506	0.497272440581493	0.674484285362121	0.492451070147453	0.657191684049264
a817b62d99a551d8a9ded0735b9ffef3	0.0217559777425382	-0.151234033076293	0.472215436906163	1.04387369115473	4.91592532258885	0.189831920231627	0.409978309485299	0.224773952914444	0.387121628251701	0.232440455505826	0.386497729201715
a1030f454e50c22ab71945e36cf998a4	0.0122134229391344	-0.107358870165303	0.291812265537253	0.464098825596412	4.34145788569061	0.0919415108213953	0.452256945200828	0.390277445821176	0.571465326571111	0.38342894324821	0.553956641440307
57774765155da9cb093386efc2c6bd56	-0.0371529404277853	-0.181545817158671	0.328408518459719	0.645747563898829	4.23920855700728	0.126912096038268	0.430989584437721	0.404032147409399	0.562840433927308	0.35897016900192	0.509007611857727
1ded2eb0e5a0384d3945e69da9df65f6	0.0896959012961238	-0.189053299231322	0.762492635782888	1.2045781198037	4.43931637037755	0.238182360296546	0.380642363098054	0.166759222842081	0.321143654662081	0.141808641945688	0.262499120225378
4a4d2e063e5a80136eab169c08730e91	-0.00410453957825574	-0.115179575170224	0.279061281340235	0.521097928282604	4.26834468752815	0.09777259540185	0.444685467255783	0.394712221755389	0.572102138781256	0.381030892826208	0.543448650451758
bfa388c9ee9ee966cad33103d620e525	-0.0476856210358356	-0.149667842296896	0.228365396962809	0.463537233576427	4.35196583387927	0.0959197980200171	0.449457701451685	0.440401604444269	0.602494558376722	0.423277897194836	0.576484150047021
680244ad378577cdb5c182175b9e30f3	-0.0387353280437921	-0.117753470025382	0.209217333541304	0.312004277012658	4.36960397871885	0.06265329899974	0.466145833867235	0.48576170544175	0.657090894624539	0.443408009189884	0.614005737669366
c219712a046eb23725ebd74a2774013b	0.131652318423525	0.285965771685651	-0.201333461671382	-0.574541055024732	4.41720753574281	-0.114183925868328	0.436442517282234	0.407815410201829	0.601818597594622	0.38078169142137	0.558633184898935
bfcf28d36b04625dec6cec8704f3c112	0.0576667542955365	-0.128614385412017	0.520763381413635	0.758721775976388	4.23280930054846	0.155665317128451	0.429501085726883	0.314977755947462	0.479589355596099	0.259149502996847	0.416225468507645
d7c6fa68f44c2e74fbb4a0a91e3a8a92	-0.000841575005354755	-0.119150008385486	0.235129696865499	0.366988397261439	4.25614116595229	0.0751352013856401	0.460069445075311	0.432220113047897	0.612921928169856	0.447942040304258	0.604389825035821
35f6b96346d294a6e50b7af5a1fa9c41	-0.139985933817711	-0.240868901231225	0.12994363296824	0.465625489598624	4.63726858114941	0.0828408521668661	0.452256945200828	0.41988627764183	0.59421563916845	0.415519546593575	0.57530930466692
6cba25ecff28e408c1c6a3d6068f2c3c	-0.11071193987581	-0.163026336492971	0.0107331115086176	0.273561694683625	4.37923547474676	0.0558433626436706	0.471149675074411	0.466813113843093	0.639479645523829	0.46033974046893	0.630097117646191
52a6fbb296a5305fa1780aa10960f063	-0.143644108073073	-0.194587807767695	-0.0404029757970363	0.220591911931161	4.35056497072043	0.0429754498498611	0.478732639223356	0.501245386562077	0.678092577231668	0.48636624558189	0.651538547541885
63155b13dbfeae8463cb94abaeb6f19f	-0.0577339386195463	-0.122697109375165	0.0474411776264096	0.202354608466896	4.39620774647418	0.0418529314701852	0.478732639223356	0.483098353791756	0.65941633182301	0.479277260200237	0.647616515115447
3262679e54e8bbe72a0e55326e0f5431	0.475662819778583	0.374334038691851	0.724799802859055	0.357468742892469	4.35852935561329	0.0684527502175911	0.464843750554637	0.489792599165103	0.663174230258807	0.475467740093813	0.637986428322736
c35ed523d6b59ab1670d3253141f6e7e	-0.0776260340505042	-0.131365798554614	0.0452222876783965	0.225364288359613	4.2702366371722	0.0422430559687291	0.476355748744786	0.490869078339601	0.654774417453946	0.496005891131051	0.648256767789077
4b110586dbc4e55eb761c37032dedcd7	0.122214089090846	-0.0292611116820494	0.472775073886138	0.615242798763051	4.31999000257415	0.125775542449596	0.436442517282234	0.421753443201626	0.605897874703855	0.352280026550841	0.52541309335389
220a06ca681aa710ea6c7ee915d409cb	-0.0683500057072095	-0.142324992427667	0.0923885329292649	0.336403292523774	4.32859266761397	0.063748580775045	0.467881944950734	0.497132725705163	0.665736102430621	0.474409142096116	0.627855752821072
b9d1de53eded4fd6f4a4fe2840d565b5	0.00916121217303001	-0.175028515449311	0.448573368377293	0.74238484490043	4.40213292367468	0.155719461944472	0.426215278961861	0.32178122117508	0.487992955731581	0.305223482416132	0.449255017516708
81aadd04ba999759a529a1ab02bcc558	-0.105549583619983	-0.168309621480029	0.0411085051329474	0.349881801685919	4.31310408954058	0.074057001549473	0.464409722783776	0.480491654985442	0.659338355460281	0.482203926204731	0.64319493015384
933943a9e421032d338cc1236dfdfdd4	-0.112758733380148	-0.204710990475561	0.13125774376741	0.254217008721319	4.39986434211772	0.0449161683196732	0.472222222659637	0.443219050083862	0.617227041049017	0.422493747881917	0.595469641110269
